id,hadith,hukm,rawi,source,page,takhrij,categories
572,- واغدُ يا أُنَيسُ إلى امرأةِ هذا فإنِ اعتَرَفَتْ فارجُمْها,صحيح,-,أضواء البيان,4/63,,حدود - الحث على إقامة الحدود|حدود - حد الرجم|حدود - من أقر بالحد|حدود - رجم الزاني المحصن وجلد البكر وتغريبه|وكالة - الوكالة في الحدود
573,- كنَّا عِندَ النَّبيِّ صلَّى اللَّهُ علَيهِ وسلَّمَ فقامَ إليهِ رجلٌ فقالَ : أنشُدُكَ باللَّهِ إلَّا ما قَضيتَ بينَنا بِكِتابِ اللَّهِ فقامَ خصمُهُ وَكانَ أفقَهَ منهُ فقالَ : صَدقَ اقضِ بينَنا بِكِتابِ اللَّهِ قالَ : قُل قالَ : إنَّ ابني كانَ عَسيفًا على هذا فزَنى بامرأتِهِ فافتَديتُ منهُ بمائةِ شاةٍ وخادمٍ وَكَأنَّهُ أُخْبِرَ أنَّ علَى ابنِهِ الرَّجمَ فافتدى منهُ ثمَّ سألتُ رجالًا من أَهْلِ العِلمِ فأخبروني أنَّ على ابني جَلدَ مائةٍ وتغريبَ عامٍ فقالَ لَهُ رسولُ اللَّهِ صلَّى اللَّهُ علَيهِ وسلَّمَ : والَّذي نَفسي بيدِهِ لأقضينَّ بينَكُما بِكِتابِ اللَّهِ عزَّ وجلَّ أمَّا المائةُ شاةٍ والخادمُ فردٌّ علَيكَ وعلى ابنِكَ جَلدُ مائةٍ وتَغريبُ عامٍ اغدُ يا أُنَيْسُ علَى امرأةِ هذا فإنِ اعترَفَت فارجُمها فغَدا علَيها فاعتَرفَت فَرجمَها,صحيح,عبدالله بن عمر وزيد بن خالد وشبل,صحيح النسائي,5426,,أقضية وأحكام - قضايا حكم فيها النبي صلى الله عليه وسلم|حدود - النفي|حدود - الجلد|حدود - من أقر بالحد|حدود - حد الزنا
575,- أنَّ رسولَ اللهِ صلَّى اللهُ عليه وسلَّم ذكَر الطَّاعونَ فقال: ( بقيَّةُ رِجْزٍ وعذابٍ أُرسِل على طائفةٍ مِن بني إسرائيلَ فإذا وقَع بأرضٍ وأنتم بها فلا تهرُبوا منه وإذا كان بأرضٍ فلا تهبِطوا عليه ),أخرجه في صحيحه,أسامة بن زيد,صحيح ابن حبان,2954,,رقائق وزهد - التوكل واليقين|طب - الطاعون|إيمان - ما جاء عن الأمم السابقة قبل الإسلام|رقائق وزهد - الوصايا النافعة|طب - الانتقال من البلد الذي فيه وباء
576,- هل سمِعْتَ مِن رسولِ اللهِ صلَّى اللهُ عليه وسلَّم في الطَّاعونِ ؟ فقال أسامةُ بنُ زيدٍ: قال رسولُ اللهِ صلَّى اللهُ عليه وسلَّم: ( الطَّاعونُ رِجْزٌ أُرسِل على بني إسرائيلَ أو على مَن قبْلَكم فإذا سمِعْتُم به بأرضٍ فلا تقدَموا عليه وإذا وقَع بأرضٍ وأنتم بها فلا تخرُجوا فرارًا منه ),أخرجه في صحيحه,أسامة بن زيد,صحيح ابن حبان,2952,,جنائز وموت - فضل من مات بالطاعون|طب - الطاعون|قدر - كل شيء بقدر|إيمان - ما جاء عن الأمم السابقة قبل الإسلام|جنائز وموت - موت الطاعون شهادة
577,-  الطاعونُ بَقِيَّةُ رجزٍ أوْ عذابٍ أُرْسِلَ على طائفةٍ مِنْ بني إسرائيلَ ، فإذا وقَعَ بأرْضٍ وأنتم بِها فلا تخرُجُوا منها فِرارًا منْهُ ، وإذا وقع بأرْضٍ و لستم بِها فلا تَهْبِطُوا عليْها,صحيح,أسامة بن زيد,صحيح الجامع,3945,"أخرجه الترمذي (1065) واللفظ له.
وأخرجه البخاري (3473)، ومسلم (2218)، وأحمد (21811)، والنسائي في ((السنن الكبرى)) (7524) باختلاف يسير.",طب - الطاعون|فضائل النبي وصفته ودلائل النبوة - شفقته على أمته|قدر - كل شيء بقدر|إيمان - ما جاء عن الأمم السابقة قبل الإسلام
578,"- عن عامر بن سعد بن أبي وقاص، عن أبيه، أنه سمعه يسأل أسامة بن زيد: مَاذَا سَمِعْتَ مِن رَسولِ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ في الطَّاعُونِ؟ فَقالَ أُسَامَةُ: قالَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: الطَّاعُونُ رِجْزٌ، أَوْ عَذَابٌ أُرْسِلَ علَى بَنِي إسْرَائِيلَ، أَوْ علَى مَن كانَ قَبْلَكُمْ، فَإِذَا سَمِعْتُمْ به بأَرْضٍ، فلا تَقْدَمُوا عليه، وإذَا وَقَعَ بأَرْضٍ وَأَنْتُمْ بهَا، فلا تَخْرُجُوا فِرَارًا منه.
وقالَ أَبُو النَّضْرِ: لا يُخْرِجُكُمْ إلَّا فِرَارٌ منه.",[صحيح],أسامة بن زيد,صحيح مسلم,2218,,طب - الطاعون|طب - الانتقال من البلد الذي فيه وباء
579,- أن عامر بن سعد، أخبره أن أنَّ رَجُلًا سَأَلَ سَعْدَ بنَ أَبِي وَقَّاصٍ عَنِ الطَّاعُونِ، فَقالَ أُسَامَةُ بنُ زَيْدٍ: أَنَا أُخْبِرُكَ عنْه، قالَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: هو عَذَابٌ، أَوْ رِجْزٌ أَرْسَلَهُ اللَّهُ علَى طَائِفَةٍ مِن بَنِي إسْرَائِيلَ، أَوْ نَاسٍ كَانُوا قَبْلَكُمْ، فَإِذَا سَمِعْتُمْ به بأَرْضٍ، فلا تَدْخُلُوهَا عليه، وإذَا دَخَلَهَا علَيْكُم، فلا تَخْرُجُوا منها فِرَارًا.,[صحيح],أسامة بن زيد,صحيح مسلم,2218,,طب - الطاعون|علم - أخبار بني إسرائيل|طب - الانتقال من البلد الذي فيه وباء
580,-  إنَّ هذا الطَّاعُونَ رِجْزٌ سُلِّطَ علَى مَن كانَ قَبْلَكُمْ، أوْ علَى بَنِي إسْرائِيلَ، فإذا كانَ بأَرْضٍ فلا تَخْرُجُوا مِنْها فِرارًا منه، وإذا كانَ بأَرْضٍ فلا تَدْخُلُوها.,[صحيح],أسامة بن زيد,صحيح مسلم,2218,أخرجه البخاري (3473) باختلاف يسير,رقائق وزهد - عقوبات الذنوب|طب - الطاعون|طب - ما جاء في العدوى|علم - أخبار بني إسرائيل|علم - القصص
581,- أنَّ النَّبيَّ صلَّى اللَّهُ عليهِ وسلَّمَ ذكرَ الطَّاعونَ فقالَ : بقيَّةُ رجزٍ أو عذابٍ أُرْسِلَ علَى طائفةٍ من بني إسرائيلَ . فإذا وقعَ بأرضٍ وأنتُمْ بِها فلا تخرُجوا منها وإذا وقعَ بأرضٍ ولستُمْ بِها فلا تَهبِطوا عليها,صحيح,أسامة بن زيد,صحيح الترمذي,1065,,طب - الطاعون|مريض - الابتلاء بالأمراض|مريض - التعرض للبلاء|مريض - شدة المرض|طب - الانتقال من البلد الذي فيه وباء
583,-  الطاعونُ كان عذابًا يبعثُهُ اللهُ على منْ يشاءُ ، وإِنَّ اللهَ جعلَهُ رحمةً للمؤمنينَ ، فليس مِنْ أحدٍ يقعُ الطاعونُ فيمكُثُ ، في بلدِهِ صابرًا محتسِبًا ، يعلَمُ أنه لا يُصيبُهُ إلَّا ما كتب اللهُ لَهُ ، إلَّا كان لَهُ مثلُ أجرِ شهيدٍ,صحيح,عائشة أم المؤمنين,صحيح الجامع,3949,أخرجه البخاري (3474) باختلاف يسير,جنائز وموت - ما تحصل به الشهادة|جنائز وموت - فضل من مات بالطاعون|رقائق وزهد - الصبر على البلاء|طب - الطاعون|قدر - الرضا بالقضاء
584,- أنَّهَا سَأَلَتْ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الطَّاعُونِ، فأخْبَرَهَا نَبِيُّ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ: أنَّه كانَ عَذَابًا يَبْعَثُهُ اللَّهُ علَى مَن يَشَاءُ، فَجَعَلَهُ اللَّهُ رَحْمَةً لِلْمُؤْمِنِينَ، فليسَ مِن عَبْدٍ يَقَعُ الطَّاعُونُ، فَيَمْكُثُ في بَلَدِهِ صَابِرًا، يَعْلَمُ أنَّه لَنْ يُصِيبَهُ إلَّا ما كَتَبَ اللَّهُ له، إلَّا كانَ له مِثْلُ أجْرِ الشَّهِيدِ,[صحيح],عائشة أم المؤمنين,صحيح البخاري,5734,أخرجه أحمد (24358)، والنسائي في ((السنن الكبرى)) (7485) بلفظه.,جنائز وموت - فضل من مات بالطاعون|رقائق وزهد - الصبر على البلاء|طب - الطاعون|قدر - الرضا بالقضاء|جهاد - بعض الشهداء الذين لا يقتلون
585,- أنَّهَا سَأَلَتْ رَسولَ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ عَنِ الطَّاعُونِ، فَقالَ: كانَ عَذَابًا يَبْعَثُهُ اللَّهُ علَى مَن يَشَاءُ، فَجَعَلَهُ اللَّهُ رَحْمَةً لِلْمُؤْمِنِينَ، ما مِن عَبْدٍ يَكونُ في بَلَدٍ يَكونُ فِيهِ، ويَمْكُثُ فيه لا يَخْرُجُ مِنَ البَلَدِ، صَابِرًا مُحْتَسِبًا، يَعْلَمُ أنَّه لا يُصِيبُهُ إلَّا ما كَتَبَ اللَّهُ له، إلَّا كانَ له مِثْلُ أجْرِ شَهِيدٍ.,[صحيح],عائشة أم المؤمنين,صحيح البخاري,6619,أخرجه أحمد (24358)، وابن عبد البر في ((التمهيد)) (12/ 259) بلفظه.,جنائز وموت - فضل من مات بالطاعون|رقائق وزهد - الصبر على البلاء|طب - الطاعون|قدر - الرضا بالقضاء|جهاد - بعض الشهداء الذين لا يقتلون
587,- كُنَّا نَأْتي أنَسَ بنَ مَالِكٍ، فيُحَدِّثُنَا عَنِ الأنْصَارِ، وكانَ يقولُ لِي: فَعَلَ قَوْمُكَ كَذَا وكَذَا يَومَ كَذَا وكَذَا، وفَعَلَ قَوْمُكَ كَذَا وكَذَا يَومَ كَذَا وكَذَا,[صحيح],غيلان بن جرير,صحيح البخاري,3844,أخرجه عفان بن مسلم في ((أحاديثه)) (208)، وابن الحداد في ((جامع الصحيحين)) (3237) مطولًا.,رقائق وزهد - أهل الجاهلية|مناقب وفضائل - فضائل الأنصار
588,- اسْتَأْذَنَتْ هَالَةُ بنْتُ خُوَيْلِدٍ أُخْتُ خَدِيجَةَ علَى رَسولِ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ، فَعَرَفَ اسْتِئْذَانَ خَدِيجَةَ فَارْتَاحَ لِذلكَ فَقالَ: اللَّهُمَّ هَالَةُ بنْتُ خُوَيْلِدٍ فَغِرْتُ فَقُلتُ: وَما تَذْكُرُ مِن عَجُوزٍ مِن عَجَائِزِ قُرَيْشٍ، حَمْرَاءِ الشِّدْقَيْنِ، هَلَكَتْ في الدَّهْرِ فأبْدَلَكَ اللَّهُ خَيْرًا منها.,[صحيح],عائشة أم المؤمنين,صحيح مسلم,2437,أخرجه البخاري (3821)، ومسلم (2437).,مناقب وفضائل - خديجة بنت خويلد|مناقب وفضائل - هالة بنت خويلد|نكاح - الغيرة|نكاح - حسن العهد|فضائل النبي وصفته ودلائل النبوة - حسن شمائله ووفاء عهده صلى الله عليه وسلم
592,- إنَّ أشْبَهَ النَّاسِ دَلًّا وسَمْتًا وهَدْيًا برَسولِ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ، لَابنُ أُمِّ عَبْدٍ، مِن حِينِ يَخْرُجُ مِن بَيْتِهِ إلى أنْ يَرْجِعَ إلَيْهِ، لا نَدْرِي ما يَصْنَعُ في أهْلِهِ إذَا خَلَا.,[صحيح],حذيفة بن اليمان,صحيح البخاري,6097,أخرجه أحمد (23341)، باختلاف يسير، والترمذي (3807) بنحوه، والنسائي في ((الكبرى)) (8208).,اعتصام بالسنة - اتباع النبي في كل شيء|اعتصام بالسنة - لزوم السنة|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|مناقب وفضائل - عبد الله بن مسعود|مناقب وفضائل - فضائل جمع من الصحابة والتابعين
593,- لَمْ يكُنْ أحدٌ أشبَهَ برسولِ اللهِ صلَّى اللهُ عليه وسلَّم مِن الحسَنِ بنِ علِيٍّ,أخرجه في صحيحه,أنس بن مالك,صحيح ابن حبان,6973,أخرجه الترمذي (3776) واللفظ له، والبخاري (3752)، وأحمد (12674) باختلاف يسير.,فضائل النبي وصفته ودلائل النبوة - صفة خلقة النبي|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|مناقب وفضائل - فضائل قرابة النبي صلى الله عليه وسلم|مناقب وفضائل - فضائل جمع من الصحابة والتابعين
595,- لم يَكُن منهم أحدٌ أشبَهَ برسولِ اللَّهِ منَ الحسَنِ بنِ عليٍّ .,صحيح,أنس بن مالك,صحيح الترمذي,3776,أخرجه الترمذي (3776) واللفظ له، وأخرجه البخاري (3752) باختلاف يسير,فضائل النبي وصفته ودلائل النبوة - صفة خلقة النبي|مناقب وفضائل - الحسن والحسين ابنا علي بن أبي طالب|مناقب وفضائل - فضائل أهل البيت والوصاة بهم|مناقب وفضائل - فضائل قرابة النبي صلى الله عليه وسلم|مناقب وفضائل - أهل البيت صلوات الله عليهم
597,-  إنَّ الحَسَنَ و الْحُسينَ هُما رَيحانَتايَ من الدُّنْيا,صحيح,عبدالله بن عمر وأنس بن مالك,صحيح الجامع,1600,,مناقب وفضائل - الحسن والحسين ابنا علي بن أبي طالب|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|مناقب وفضائل - فضائل قرابة النبي صلى الله عليه وسلم|مناقب وفضائل - أهل البيت صلوات الله عليهم|مناقب وفضائل - فضائل جمع من الصحابة والتابعين
598,-  هما رَيْحَانَتََايَ مِنَ الدنيا . يعني الحسنَ والحسينَ,صحيح,عبدالله بن عمر,صحيح الجامع,7045,أخرجه البخاري (3753),مناقب وفضائل - الحسن والحسين ابنا علي بن أبي طالب|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|مناقب وفضائل - فضائل قرابة النبي صلى الله عليه وسلم|مناقب وفضائل - أهل البيت صلوات الله عليهم|مناقب وفضائل - فضائل جمع من الصحابة والتابعين
599,- كُنْتُ شَاهِدًا لِابْنِ عُمَرَ، وسَأَلَهُ رَجُلٌ عن دَمِ البَعُوضِ، فَقَالَ: مِمَّنْ أنْتَ؟ فَقَالَ: مِن أهْلِ العِرَاقِ، قَالَ: انْظُرُوا إلى هذا، يَسْأَلُنِي عن دَمِ البَعُوضِ، وقدْ قَتَلُوا ابْنَ النبيِّ صَلَّى اللهُ عليه وسلَّمَ، وسَمِعْتُ النبيَّ صَلَّى اللهُ عليه وسلَّمَ يقولُ: هُما رَيْحَانَتَايَ مِنَ الدُّنْيَا.,[صحيح],عبدالله بن عمر,صحيح البخاري,5994,من أفراد البخاري على مسلم,اعتصام بالسنة - ما يكره من التعمق والغلو والبدع|ديات وقصاص - تحريم القتل|مناقب وفضائل - الحسن والحسين ابنا علي بن أبي طالب|مولود - الأولاد من ريحان الله|اعتصام بالسنة - الخوارج والمارقين
600,- كانَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ في بَعْضِ أَسْفَارِهِ، وَغُلَامٌ أَسْوَدُ يُقَالُ له: أَنْجَشَةُ يَحْدُو، فَقالَ له رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: يا أَنْجَشَةُ، رُوَيْدَكَ سَوْقًا بالقَوَارِيرِ.,[صحيح],أنس بن مالك,صحيح مسلم,2323,أخرجه البخاري (6149)، ومسلم (2323).,رقائق وزهد - الرفق|شعر - إنشاد الشعر|بر وصلة - الوصية بالنساء|سفر - الحداء في السفر|شعر - الحداء والرجز
601,"- أنَّ النبيَّ صَلَّى اللَّهُ عليه وسلَّمَ، أَتَى علَى أَزْوَاجِهِ وَسَوَّاقٌ يَسُوقُ بهِنَّ، يُقَالُ له: أَنْجَشَةُ، فَقالَ: وَيْحَكَ يا أَنْجَشَةُ، رُوَيْدًا سَوْقَكَ بالقَوَارِيرِ.
قالَ: قالَ أَبُو قِلَابَةَ: تَكَلَّمَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ بكَلِمَةٍ، لو تَكَلَّمَ بهَا بَعْضُكُمْ، لَعِبْتُمُوهَا عليه.",[صحيح],أنس بن مالك,صحيح مسلم,2323,أخرجه أبو يعلى (2810) بلفظه، البخاري (6149)، وأحمد (12935) كلاهما باختلاف يسير.,آداب الكلام - المزاح والمداعبة|آداب الكلام - قول الرجل للرجل ويلك ونحوه|رقائق وزهد - الرفق|فضائل النبي وصفته ودلائل النبوة - رحمته|سفر - الحداء في السفر
602,"- كانَ لِرَسولِ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ حَادٍ حَسَنُ الصَّوْتِ، فَقالَ له رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: رُوَيْدًا يا أَنْجَشَةُ، لا تَكْسِرِ القَوَارِيرَ، -يَعْنِي ضَعَفَةَ النِّسَاءِ -.
وفي روايةٍ : عَنِ النبيِّ صَلَّى اللَّهُ عليه وسلَّمَ وَلَمْ يَذْكُرْ حَادٍ حَسَنُ الصَّوْتِ.",[صحيح],أنس بن مالك,صحيح مسلم,2323,أخرجه البخاري (6211)، ومسلم (2323) واللفظ له,رقائق وزهد - الرفق|بر وصلة - الوصية بالنساء|سفر - آداب السفر|سفر - الحداء في السفر|شعر - الحداء والرجز
603,- أَتَى النبيُّ صَلَّى اللهُ عليه وسلَّمَ علَى بَعْضِ نِسَائِهِ ومعهُنَّ أُمُّ سُلَيْمٍ، فَقَالَ: ويْحَكَ يا أنْجَشَةُ، رُوَيْدَكَ سَوْقًا بالقَوَارِيرِ قَالَ أبو قِلَابَةَ: فَتَكَلَّمَ النبيُّ صَلَّى اللهُ عليه وسلَّمَ بكَلِمَةٍ، لو تَكَلَّمَ بهَا بَعْضُكُمْ لَعِبْتُمُوهَا عليه، قَوْلُهُ: سَوْقَكَ بالقَوَارِيرِ.,[صحيح],أنس بن مالك,صحيح البخاري,6149,أخرجه البخاري (6149)، ومسلم (2323),رقائق وزهد - الرفق|شعر - إنشاد الشعر|مناقب وفضائل - أم سليم|بر وصلة - الوصية بالنساء|مناقب وفضائل - فضائل أزواج النبي صلى الله عليه وسلم
604,- كانَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ في سَفَرٍ، وكانَ معهُ غُلَامٌ له أسْوَدُ يُقَالُ له أنْجَشَةُ، يَحْدُو، فَقَالَ له رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ: ويْحَكَ يا أنْجَشَةُ رُوَيْدَكَ بالقَوَارِيرِ.,[صحيح],أنس بن مالك,صحيح البخاري,6161,أخرجه البخاري (6149)، ومسلم (2323),شعر - إنشاد الشعر|آداب الكلام - التأني والرفق|بر وصلة - الوصية بالنساء|سفر - الحداء في السفر|شعر - الحداء والرجز
605,- كَانَتْ أُمُّ سُلَيْمٍ في الثَّقَلِ، وأَنْجَشَةُ غُلَامُ النبيِّ صَلَّى اللهُ عليه وسلَّمَ يَسُوقُ بهِنَّ، فَقالَ النبيُّ صَلَّى اللهُ عليه وسلَّمَ: يا أنْجَشُ، رُوَيْدَكَ سَوْقَكَ بالقَوَارِيرِ.,[صحيح],أنس بن مالك,صحيح البخاري,6202,أخرجه البخاري (6202)، ومسلم (2323),فتن - فتنة النساء|نكاح - الوصاية بالنساء|بر وصلة - الوصية بالنساء|سفر - الحداء في السفر|شعر - الحداء والرجز
606,- كانَ النبيُّ صَلَّى اللهُ عليه وسلَّمَ في مَسِيرٍ له، فَحَدَا الحَادِي، فَقالَ النبيُّ صَلَّى اللهُ عليه وسلَّمَ: ارْفُقْ يا أنْجَشَةُ، ويْحَكَ بالقَوَارِيرِ.,[صحيح],أنس بن مالك,صحيح البخاري,6209,أخرجه البخاري (6209)، ومسلم (2323),رقائق وزهد - الرفق|آداب الكلام - التأني والرفق|بر وصلة - الوصية بالنساء|سفر - الحداء في السفر|شعر - الحداء والرجز
607,- سَأَلْتُ أنَسَ بنَ مَالِكٍ، عن قِرَاءَةِ النبيِّ صَلَّى اللهُ عليه وسلَّمَ فَقالَ: كانَ يَمُدُّ مَدًّا.,[صحيح],أنس بن مالك,صحيح البخاري,5045,أخرجه أبو داود (1465) بلفظه، والنسائي (1014)، وابن ماجه (1353)، وأحمد (12341)، جميعا بلفظه مطولا .,تراويح وتهجد وقيام ليل - نعت قراءة النبي صلى الله عليه وسلم في قيام الليل|قرآن - آداب التلاوة|قرآن - الترتيل والتجويد والمدود وما شابهها|قرآن - الجهر بالقرآن وكيف يقرأ|علم - حسن السؤال ونصح العالم
609,- كانت قراءةُ النَّبيِّ صلَّى اللهُ عليه وسلَّم مدًّا يمُدُّ بـ: بسمِ اللهِ ويمُدُّ بالرَّحمنِ ويمُدُّ بالرَّحيمِ,أخرجه في صحيحه,أنس بن مالك,صحيح ابن حبان,6317,أخرجه البخاري (5046)، والحاكم (852)، والبيهقي (2427) جميعهم باختلاف يسير.,قرآن - الترتيل والتجويد والمدود وما شابهها
611,- وَالَّذِي لا إلَهَ غَيْرُهُ ما مِن كِتَابِ اللهِ سُورَةٌ إلَّا أَنَا أَعْلَمُ حَيْثُ نَزَلَتْ، وَما مِن آيَةٍ إلَّا أَنَا أَعْلَمُ فِيما أُنْزِلَتْ، ولو أَعْلَمُ أَحَدًا هو أَعْلَمُ بكِتَابِ اللهِ مِنِّي، تَبْلُغُهُ الإبِلُ، لَرَكِبْتُ إلَيْهِ.,[صحيح],عبدالله بن مسعود,صحيح مسلم,2463,أخرجه البخاري (5002) باختلاف يسير,علم - الحث على طلب العلم|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|علم - سعة العلم|مناقب وفضائل - عبد الله بن مسعود|مناقب وفضائل - فضائل جمع من الصحابة والتابعين
614,-  دَخَلَ أبو مُوسَى وأَبُو مَسْعُودٍ علَى عَمَّارٍ، حَيْثُ بَعَثَهُ عَلِيٌّ إلى أهْلِ الكُوفَةِ يَسْتَنْفِرُهُمْ، فَقالَا: ما رَأَيْنَاكَ أتَيْتَ أمْرًا أكْرَهَ عِنْدَنَا مِن إسْرَاعِكَ في هذا الأمْرِ مُنْذُ أسْلَمْتَ؟ فَقالَ عَمَّارٌ: ما رَأَيْتُ مِنْكُما مُنْذُ أسْلَمْتُما أمْرًا أكْرَهَ عِندِي مِن إبْطَائِكُما عن هذا الأمْرِ وكَسَاهُما حُلَّةً حُلَّةً، ثُمَّ رَاحُوا إلى المَسْجِدِ.,[صحيح],شقيق بن سلمة,صحيح البخاري,7103,أخرجه ابن أبي شيبة (38458)، والحاكم (5965)، وابن عساكر في ((تاريخ دمشق)) (43/ 457) جميعهم باختلاف يسير.,فتن - الفتنة تموج موج البحر|فتن - النهي عن السعي في الفتنة|فتن - العزلة في الفتن|فتن - قتال أهل البغي|فتن - ما يفعل في الفتن
615,-  كُنْتُ جَالِسًا مع أبِي مَسْعُودٍ، وأَبِي مُوسَى، وعَمَّارٍ؛ فَقالَ أبو مَسْعُودٍ: ما مِن أصْحَابِكَ أحَدٌ إلَّا لو شِئْتُ لَقُلتُ فيه غَيْرَكَ، وما رَأَيْتُ مِنْكَ شيئًا مُنْذُ صَحِبْتَ النَّبيَّ صَلَّى اللهُ عليه وسلَّمَ أعْيَبَ عِندِي مِنَ اسْتِسْرَاعِكَ في هذا الأمْرِ، قالَ عَمَّارٌ: يا أبَا مَسْعُودٍ، وما رَأَيْتُ مِنْكَ ولَا مِن صَاحِبِكَ هذا شيئًا مُنْذُ صَحِبْتُما النَّبيَّ صَلَّى اللهُ عليه وسلَّمَ أعْيَبَ عِندِي مِن إبْطَائِكُما في هذا الأمْرِ، فَقالَ أبو مَسْعُودٍ -وكانَ مُوسِرًا-: يا غُلَامُ، هَاتِ حُلَّتَيْنِ، فأعْطَى إحْدَاهُما أبَا مُوسَى، والأُخْرَى عَمَّارًا، وقالَ: رُوحَا فيه إلى الجُمُعَةِ.,[صحيح],شقيق بن سلمة,صحيح البخاري,7106,أخرجه ابن أبي شيبة (37303)، والحاكم (4603)، وابن عساكر (43/ 457) واللفظ لهم جميعا.,جمعة - ما يلبس للجمعة|مناقب وفضائل - أبو مسعود البدري|مناقب وفضائل - عمار بن ياسر|فتن - ما يفعل في الفتن|فتن - من كره الفتن ومن رضي بها
616,- أنَّ اللَّهَ عَزَّ وَجَلَّ تَابَعَ الوَحْيَ علَى رَسولِ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ قَبْلَ وَفَاتِهِ، حتَّى تُوُفِّيَ، وَأَكْثَرُ ما كانَ الوَحْيُ يَومَ تُوُفِّيَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ.,[صحيح],أنس بن مالك,صحيح مسلم,3016,أخرجه البخاري (4982) باختلاف يسير,فضائل النبي وصفته ودلائل النبوة - مرض النبي وموته|أنبياء - محمد|إيمان - الإيمان بالوحي|فضائل النبي وصفته ودلائل النبوة - نزول الوحي عليه صلى الله عليه وسلم
618,- سمعتُ هشامَ بنَ حَكيمِ بنِ حِزامٍ يقرأُ سورةَ : ( الفرقانِ ) على غيرِ ما أقرؤُها وَكانَ رسولُ اللَّهِ صلَّى اللَّه عليه وسلم أقرأنيها فَكدتُ أن أعجلَ عليْهِ ثمَّ أمْهلتُهُ حتَّى انصرفَ ثمَّ لبَّبتُهُ بردائِهِ فجئتُ بِهِ رسولَ اللَّهِ صلَّى اللَّه عليه وسلم فقلتُ: يا رسولَ اللَّهِ إني سمعتُ هذا يقرأُ سورةَ الفرقانِ على غيرِ ما أقرأتَنيها. فقالَ لَهُ رسولُ اللَّهِ صلَّى اللَّه عليه وسلم: اقرأ. فقرأَ القراءةَ الَّتي سمعتُهُ يقرأُ فقالَ رسولُ اللَّهِ صلَّى اللَّه عليه وسلم: هَكذا أُنزِلَت. ثمَّ قالَ لي: اقرأ. فقرأتُ فقالَ: هَكذا أُنزِلَت. ثمَّ قالَ: إنَّ هذا القرآنَ أُنزِلَ على سبعةِ أحرفٍ فاقرءوا ما تيسَّرَ منْهُ,صحيح,عمر بن الخطاب,صحيح أبي داود,1475,أخرجه البخاري (2419)، ومسلم (818)، وأبو داود (1475) واللفظ له، والترمذي (2943)، والنسائي (936)، وأحمد (158),قرآن - الاختلاف والمراء في القرآن|قرآن - النهي عن اتباع متشابه القرآن والاختلاف فيه|قرآن - نزول القرآن|قراءات - سورة الفرقان|فضائل النبي وصفته ودلائل النبوة - اختصام المؤمنين إليه صلى الله عليه وسلم وحكمه عليهم
